Geography,Geographic Area Name,total_population,population_65,population_male,population_18_29
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,5187,69,2466,4114
1400000US12083000401,Census Tract 4.01; Marion County; Florida,2897,584,1406,533
1400000US12083000402,Census Tract 4.02; Marion County; Florida,3914,839,2021,505
1400000US12083000501,Census Tract 5.01; Marion County; Florida,1912,860,942,118
1400000US12083000502,Census Tract 5.02; Marion County; Florida,1406,593,761,49
1400000US12083000601,Census Tract 6.01; Marion County; Florida,3989,1168,2162,453
1400000US12083000604,Census Tract 6.04; Marion County; Florida,2723,597,1382,495
1400000US12083000605,Census Tract 6.05; Marion County; Florida,2427,860,1169,216
1400000US12083000606,Census Tract 6.06; Marion County; Florida,2823,631,1717,502
1400000US12083000607,Census Tract 6.07; Marion County; Florida,3428,857,1723,299
1400000US12083000703,Census Tract 7.03; Marion County; Florida,4481,715,2170,619
1400000US12083000704,Census Tract 7.04; Marion County; Florida,2452,447,1288,467
1400000US12083000705,Census Tract 7.05; Marion County; Florida,1878,902,946,265
1400000US12083000706,Census Tract 7.06; Marion County; Florida,3991,2828,1920,153
1400000US12083000707,Census Tract 7.07; Marion County; Florida,1743,669,741,87
1400000US12083000803,Census Tract 8.03; Marion County; Florida,3435,774,1678,578
1400000US12083000804,Census Tract 8.04; Marion County; Florida,1182,513,428,116
1400000US12083000805,Census Tract 8.05; Marion County; Florida,6878,1500,2972,1347
1400000US12083000806,Census Tract 8.06; Marion County; Florida,1767,1377,710,0
1400000US12083000807,Census Tract 8.07; Marion County; Florida,2603,2268,1034,13
1400000US12083000808,Census Tract 8.08; Marion County; Florida,2716,2297,1237,24
1400000US12083000809,Census Tract 8.09; Marion County; Florida,2255,2168,1098,0
1400000US12083000810,Census Tract 8.10; Marion County; Florida,3220,1938,1441,182
1400000US12083000811,Census Tract 8.11; Marion County; Florida,3815,2770,1880,240
1400000US12083000901,Census Tract 9.01; Marion County; Florida,6403,1768,3294,852
1400000US12083000903,Census Tract 9.03; Marion County; Florida,3694,344,1848,579
1400000US12083000904,Census Tract 9.04; Marion County; Florida,8497,1384,4045,1012
1400000US12083001003,Census Tract 10.03; Marion County; Florida,1606,247,775,234
1400000US12083001005,Census Tract 10.05; Marion County; Florida,8888,2400,4499,1754
1400000US12083001007,Census Tract 10.07; Marion County; Florida,7436,3389,3188,628
1400000US12083001008,Census Tract 10.08; Marion County; Florida,4138,2477,1927,220
1400000US12083001009,Census Tract 10.09; Marion County; Florida,7903,1598,3799,541
1400000US12083001010,Census Tract 10.10; Marion County; Florida,4019,2135,1656,311
1400000US12083001011,Census Tract 10.11; Marion County; Florida,4193,1804,2149,486
1400000US12083001012,Census Tract 10.12; Marion County; Florida,4288,977,1996,347
1400000US12083001013,Census Tract 10.13; Marion County; Florida,9213,1171,4136,1269
1400000US12083001102,Census Tract 11.02; Marion County; Florida,3488,569,1781,694
1400000US12083001103,Census Tract 11.03; Marion County; Florida,8396,1731,4349,1319
1400000US12083001105,Census Tract 11.05; Marion County; Florida,5203,1248,2345,697
1400000US12083001106,Census Tract 11.06; Marion County; Florida,2862,498,1380,195
1400000US12083001204,Census Tract 12.04; Marion County; Florida,8066,949,3888,1154
1400000US12083001205,Census Tract 12.05; Marion County; Florida,4360,1479,2169,394
1400000US12083001206,Census Tract 12.06; Marion County; Florida,3642,374,1792,397
1400000US12083001208,Census Tract 12.08; Marion County; Florida,3995,1098,2096,477
1400000US12083001209,Census Tract 12.09; Marion County; Florida,3673,583,1914,389
1400000US12083001210,Census Tract 12.10; Marion County; Florida,7078,1153,3558,673
1400000US12083001211,Census Tract 12.11; Marion County; Florida,3113,487,1599,349
1400000US12083001301,Census Tract 13.01; Marion County; Florida,6575,1398,2928,847
1400000US12083001302,Census Tract 13.02; Marion County; Florida,7089,1346,3456,939
1400000US12083001401,Census Tract 14.01; Marion County; Florida,5487,809,2605,801
1400000US12083001403,Census Tract 14.03; Marion County; Florida,5594,1492,2488,977
1400000US12083001404,Census Tract 14.04; Marion County; Florida,1133,284,493,143
1400000US12083001500,Census Tract 15; Marion County; Florida,3185,602,1590,510
1400000US12083001600,Census Tract 16; Marion County; Florida,3511,311,1988,905
1400000US12083001700,Census Tract 17; Marion County; Florida,5694,781,2328,708
1400000US12083001800,Census Tract 18; Marion County; Florida,1648,329,773,321
1400000US12083001900,Census Tract 19; Marion County; Florida,3115,757,1481,325
1400000US12083002001,Census Tract 20.01; Marion County; Florida,2937,445,1467,477
1400000US12083002002,Census Tract 20.02; Marion County; Florida,4437,658,2270,954
1400000US12083002100,Census Tract 21; Marion County; Florida,5140,1139,2269,559
1400000US12083002201,Census Tract 22.01; Marion County; Florida,3604,1147,1697,232
1400000US12083002202,Census Tract 22.02; Marion County; Florida,3696,726,1745,540
1400000US12083002203,Census Tract 22.03; Marion County; Florida,7682,1237,3590,1149
1400000US12083002302,Census Tract 23.02; Marion County; Florida,6835,1079,3514,819
1400000US12083002303,Census Tract 23.03; Marion County; Florida,1702,407,854,248
1400000US12083002304,Census Tract 23.04; Marion County; Florida,4753,1574,2297,574
1400000US12083002401,Census Tract 24.01; Marion County; Florida,5118,1450,2241,1086
1400000US12083002402,Census Tract 24.02; Marion County; Florida,6386,1407,2908,679
1400000US12083002503,Census Tract 25.03; Marion County; Florida,6960,2196,3391,1194
1400000US12083002504,Census Tract 25.04; Marion County; Florida,5730,1858,2977,765
1400000US12083002505,Census Tract 25.05; Marion County; Florida,7336,2608,4060,419
1400000US12083002506,Census Tract 25.06; Marion County; Florida,3092,575,1326,593
1400000US12083002507,Census Tract 25.07; Marion County; Florida,5496,888,2856,585
1400000US12083002602,Census Tract 26.02; Marion County; Florida,7216,1524,3487,772
1400000US12083002604,Census Tract 26.04; Marion County; Florida,4048,1010,1924,375
1400000US12083002605,Census Tract 26.05; Marion County; Florida,7448,5611,3487,88
1400000US12083002607,Census Tract 26.07; Marion County; Florida,4489,854,2380,591
1400000US12083002608,Census Tract 26.08; Marion County; Florida,2898,862,1377,412
1400000US12083002609,Census Tract 26.09; Marion County; Florida,3082,2756,1414,0
1400000US12083002610,Census Tract 26.10; Marion County; Florida,4777,3772,1991,54
1400000US12083002703,Census Tract 27.03; Marion County; Florida,2767,850,1244,136
1400000US12083002704,Census Tract 27.04; Marion County; Florida,4357,2218,2179,188
1400000US12083002705,Census Tract 27.05; Marion County; Florida,5251,1837,2400,211
1400000US12083002706,Census Tract 27.06; Marion County; Florida,1457,580,720,39
1400000US12083980000,Census Tract 9800; Marion County; Florida,0,0,0,0
1400000US12083980100,Census Tract 9801; Marion County; Florida,0,0,0,0
1400000US12085000100,Census Tract 1; Martin County; Florida,2610,1525,1259,198
1400000US12085000200,Census Tract 2; Martin County; Florida,3869,1496,1841,478
1400000US12085000300,Census Tract 3; Martin County; Florida,6907,1693,3242,765
1400000US12085000400,Census Tract 4; Martin County; Florida,7410,1993,3698,639
1400000US12085000501,Census Tract 5.01; Martin County; Florida,4887,1533,2466,241
1400000US12085000502,Census Tract 5.02; Martin County; Florida,1961,880,1045,122
1400000US12085000603,Census Tract 6.03; Martin County; Florida,6094,1406,2788,708
1400000US12085000604,Census Tract 6.04; Martin County; Florida,6275,1981,3126,566
1400000US12085000606,Census Tract 6.06; Martin County; Florida,7372,1480,3497,551
1400000US12085000607,Census Tract 6.07; Martin County; Florida,2291,1319,1113,136
1400000US12085000610,Census Tract 6.10; Martin County; Florida,3667,1209,1629,264
1400000US12085000701,Census Tract 7.01; Martin County; Florida,1836,816,824,87
1400000US12085000702,Census Tract 7.02; Martin County; Florida,1773,1019,591,92
1400000US12085000800,Census Tract 8; Martin County; Florida,2945,607,1423,413
1400000US12085000901,Census Tract 9.01; Martin County; Florida,2484,1869,1046,69
1400000US12085000902,Census Tract 9.02; Martin County; Florida,4432,1357,2079,104
1400000US12085001000,Census Tract 10; Martin County; Florida,6358,1518,3066,1350
1400000US12085001103,Census Tract 11.03; Martin County; Florida,2835,1059,1406,248
1400000US12085001105,Census Tract 11.05; Martin County; Florida,4055,993,1847,463
1400000US12085001106,Census Tract 11.06; Martin County; Florida,5949,1079,2807,737
1400000US12085001107,Census Tract 11.07; Martin County; Florida,2025,595,1049,179
1400000US12085001108,Census Tract 11.08; Martin County; Florida,5140,3050,2234,382
1400000US12085001200,Census Tract 12; Martin County; Florida,2682,216,1499,641
1400000US12085001301,Census Tract 13.01; Martin County; Florida,5373,1458,2690,816
1400000US12085001302,Census Tract 13.02; Martin County; Florida,4595,2069,2301,179
1400000US12085001404,Census Tract 14.04; Martin County; Florida,5983,1713,3027,518
1400000US12085001406,Census Tract 14.06; Martin County; Florida,3706,920,1848,435
1400000US12085001407,Census Tract 14.07; Martin County; Florida,1834,995,849,109
1400000US12085001408,Census Tract 14.08; Martin County; Florida,4255,1414,2215,513
1400000US12085001409,Census Tract 14.09; Martin County; Florida,2798,1278,1516,121
1400000US12085001410,Census Tract 14.10; Martin County; Florida,5616,2157,2849,482
1400000US12085001500,Census Tract 15; Martin County; Florida,3428,1201,1731,312
1400000US12085001601,Census Tract 16.01; Martin County; Florida,4661,1994,2215,362
1400000US12085001602,Census Tract 16.02; Martin County; Florida,1410,298,727,215
1400000US12085001701,Census Tract 17.01; Martin County; Florida,3435,849,1930,336
1400000US12085001702,Census Tract 17.02; Martin County; Florida,1841,479,860,82
1400000US12085001703,Census Tract 17.03; Martin County; Florida,5738,1904,3069,992
1400000US12085001803,Census Tract 18.03; Martin County; Florida,1892,245,1040,398
1400000US12085001804,Census Tract 18.04; Martin County; Florida,4976,974,2622,873
1400000US12085001805,Census Tract 18.05; Martin County; Florida,930,97,414,131
1400000US12085001806,Census Tract 18.06; Martin County; Florida,2136,254,1950,351
1400000US12085990000,Census Tract 9900; Martin County; Florida,0,0,0,0
1400000US12085990100,Census Tract 9901; Martin County; Florida,0,0,0,0
1400000US12086000107,Census Tract 1.07; Miami-Dade County; Florida,2950,690,1355,254
1400000US12086000109,Census Tract 1.09; Miami-Dade County; Florida,3715,369,1817,884
1400000US12086000115,Census Tract 1.15; Miami-Dade County; Florida,1821,395,898,212
1400000US12086000118,Census Tract 1.18; Miami-Dade County; Florida,998,369,375,163
1400000US12086000120,Census Tract 1.20; Miami-Dade County; Florida,4024,651,2230,546
1400000US12086000121,Census Tract 1.21; Miami-Dade County; Florida,1856,691,783,137
1400000US12086000122,Census Tract 1.22; Miami-Dade County; Florida,3737,1171,1687,270
1400000US12086000123,Census Tract 1.23; Miami-Dade County; Florida,4050,1248,1926,332
1400000US12086000124,Census Tract 1.24; Miami-Dade County; Florida,3188,479,1494,870
1400000US12086000125,Census Tract 1.25; Miami-Dade County; Florida,4491,1027,2256,400
1400000US12086000126,Census Tract 1.26; Miami-Dade County; Florida,1804,853,729,88
1400000US12086000127,Census Tract 1.27; Miami-Dade County; Florida,3275,790,1737,300
1400000US12086000128,Census Tract 1.28; Miami-Dade County; Florida,4046,511,1839,348
1400000US12086000129,Census Tract 1.29; Miami-Dade County; Florida,2006,1047,931,192
1400000US12086000130,Census Tract 1.30; Miami-Dade County; Florida,3221,1159,1546,230
1400000US12086000131,Census Tract 1.31; Miami-Dade County; Florida,4604,938,2258,386
1400000US12086000132,Census Tract 1.32; Miami-Dade County; Florida,5538,1754,2063,782
1400000US12086000134,Census Tract 1.34; Miami-Dade County; Florida,2952,660,1389,341
1400000US12086000140,Census Tract 1.40; Miami-Dade County; Florida,3404,184,1680,684
1400000US12086000141,Census Tract 1.41; Miami-Dade County; Florida,2105,126,973,258
1400000US12086000142,Census Tract 1.42; Miami-Dade County; Florida,5020,1407,2274,489
1400000US12086000143,Census Tract 1.43; Miami-Dade County; Florida,2831,804,1347,392
1400000US12086000144,Census Tract 1.44; Miami-Dade County; Florida,1222,146,609,69
1400000US12086000145,Census Tract 1.45; Miami-Dade County; Florida,2897,157,1247,243
1400000US12086000146,Census Tract 1.46; Miami-Dade County; Florida,4604,1463,1946,143
1400000US12086000204,Census Tract 2.04; Miami-Dade County; Florida,3776,798,2134,435
1400000US12086000206,Census Tract 2.06; Miami-Dade County; Florida,6653,1017,2933,687
1400000US12086000211,Census Tract 2.11; Miami-Dade County; Florida,2679,362,1224,490
1400000US12086000212,Census Tract 2.12; Miami-Dade County; Florida,5019,580,2186,673
1400000US12086000213,Census Tract 2.13; Miami-Dade County; Florida,5677,850,2948,894
1400000US12086000215,Census Tract 2.15; Miami-Dade County; Florida,5680,718,2535,1055
1400000US12086000216,Census Tract 2.16; Miami-Dade County; Florida,4754,947,2439,780
1400000US12086000218,Census Tract 2.18; Miami-Dade County; Florida,2934,608,1453,221
1400000US12086000219,Census Tract 2.19; Miami-Dade County; Florida,4614,546,2183,748
1400000US12086000220,Census Tract 2.20; Miami-Dade County; Florida,5659,572,2701,767
1400000US12086000221,Census Tract 2.21; Miami-Dade County; Florida,1796,326,904,132
1400000US12086000222,Census Tract 2.22; Miami-Dade County; Florida,3892,736,1984,706
1400000US12086000223,Census Tract 2.23; Miami-Dade County; Florida,3091,420,1522,498
1400000US12086000224,Census Tract 2.24; Miami-Dade County; Florida,4353,288,2089,681
1400000US12086000225,Census Tract 2.25; Miami-Dade County; Florida,3795,468,1819,582
1400000US12086000226,Census Tract 2.26; Miami-Dade County; Florida,2213,577,944,224
1400000US12086000227,Census Tract 2.27; Miami-Dade County; Florida,2895,401,1436,719
1400000US12086000228,Census Tract 2.28; Miami-Dade County; Florida,3014,450,1680,586
1400000US12086000302,Census Tract 3.02; Miami-Dade County; Florida,2047,320,1151,477
1400000US12086000306,Census Tract 3.06; Miami-Dade County; Florida,4585,766,2221,755
1400000US12086000307,Census Tract 3.07; Miami-Dade County; Florida,4033,632,2329,577
1400000US12086000308,Census Tract 3.08; Miami-Dade County; Florida,4717,693,2404,835
1400000US12086000309,Census Tract 3.09; Miami-Dade County; Florida,3988,990,1751,377
1400000US12086000310,Census Tract 3.10; Miami-Dade County; Florida,3590,665,1567,349
1400000US12086000311,Census Tract 3.11; Miami-Dade County; Florida,4256,631,1684,531
1400000US12086000312,Census Tract 3.12; Miami-Dade County; Florida,3156,580,1760,288
1400000US12086000402,Census Tract 4.02; Miami-Dade County; Florida,4243,668,1924,806
1400000US12086000405,Census Tract 4.05; Miami-Dade County; Florida,4022,505,1759,594
1400000US12086000408,Census Tract 4.08; Miami-Dade County; Florida,5949,1019,2885,1006
1400000US12086000409,Census Tract 4.09; Miami-Dade County; Florida,4595,550,2216,879
1400000US12086000410,Census Tract 4.10; Miami-Dade County; Florida,5325,963,2904,866
1400000US12086000411,Census Tract 4.11; Miami-Dade County; Florida,6174,883,3209,1006
1400000US12086000413,Census Tract 4.13; Miami-Dade County; Florida,5460,669,3021,953
1400000US12086000414,Census Tract 4.14; Miami-Dade County; Florida,5121,670,2591,876
1400000US12086000415,Census Tract 4.15; Miami-Dade County; Florida,2282,369,1084,372
1400000US12086000416,Census Tract 4.16; Miami-Dade County; Florida,4786,1177,2671,571
1400000US12086000417,Census Tract 4.17; Miami-Dade County; Florida,4176,649,2211,495
1400000US12086000418,Census Tract 4.18; Miami-Dade County; Florida,3122,222,1667,707
1400000US12086000419,Census Tract 4.19; Miami-Dade County; Florida,3350,686,1552,550
1400000US12086000420,Census Tract 4.20; Miami-Dade County; Florida,3951,963,2159,620
1400000US12086000504,Census Tract 5.04; Miami-Dade County; Florida,4694,863,2325,540
1400000US12086000505,Census Tract 5.05; Miami-Dade County; Florida,5236,1027,2667,659
1400000US12086000506,Census Tract 5.06; Miami-Dade County; Florida,2492,495,1343,439
1400000US12086000507,Census Tract 5.07; Miami-Dade County; Florida,4877,656,2352,1114
1400000US12086000508,Census Tract 5.08; Miami-Dade County; Florida,3697,257,1868,646
1400000US12086000509,Census Tract 5.09; Miami-Dade County; Florida,3447,533,1766,747
1400000US12086000601,Census Tract 6.01; Miami-Dade County; Florida,3765,813,1870,470
1400000US12086000602,Census Tract 6.02; Miami-Dade County; Florida,4647,1266,2481,530
1400000US12086000603,Census Tract 6.03; Miami-Dade County; Florida,4578,837,2290,644
1400000US12086000605,Census Tract 6.05; Miami-Dade County; Florida,5143,995,2917,1062
1400000US12086000607,Census Tract 6.07; Miami-Dade County; Florida,4429,1290,2306,484
1400000US12086000609,Census Tract 6.09; Miami-Dade County; Florida,3516,698,1722,516
1400000US12086000610,Census Tract 6.10; Miami-Dade County; Florida,2776,811,1446,402
1400000US12086000611,Census Tract 6.11; Miami-Dade County; Florida,2576,391,1295,431
1400000US12086000612,Census Tract 6.12; Miami-Dade County; Florida,3156,580,1379,530
1400000US12086000705,Census Tract 7.05; Miami-Dade County; Florida,4636,1183,1998,290
1400000US12086000710,Census Tract 7.10; Miami-Dade County; Florida,4704,856,2120,529
1400000US12086000711,Census Tract 7.11; Miami-Dade County; Florida,5786,1053,2779,688
1400000US12086000712,Census Tract 7.12; Miami-Dade County; Florida,2451,306,1254,321
1400000US12086000713,Census Tract 7.13; Miami-Dade County; Florida,3036,646,1377,595
1400000US12086000714,Census Tract 7.14; Miami-Dade County; Florida,4586,1208,2401,553
1400000US12086000715,Census Tract 7.15; Miami-Dade County; Florida,3507,913,1734,490
1400000US12086000716,Census Tract 7.16; Miami-Dade County; Florida,2663,642,1323,215
1400000US12086000717,Census Tract 7.17; Miami-Dade County; Florida,2648,691,1398,331
1400000US12086000718,Census Tract 7.18; Miami-Dade County; Florida,3858,1000,1602,668
1400000US12086000719,Census Tract 7.19; Miami-Dade County; Florida,1314,330,565,152
1400000US12086000720,Census Tract 7.20; Miami-Dade County; Florida,3498,840,1668,526
1400000US12086000804,Census Tract 8.04; Miami-Dade County; Florida,4151,1043,2050,441
1400000US12086000805,Census Tract 8.05; Miami-Dade County; Florida,5244,1210,2755,498
1400000US12086000806,Census Tract 8.06; Miami-Dade County; Florida,4084,1181,1950,309
1400000US12086000807,Census Tract 8.07; Miami-Dade County; Florida,4013,796,2079,535
1400000US12086000808,Census Tract 8.08; Miami-Dade County; Florida,3948,920,1889,459
1400000US12086000903,Census Tract 9.03; Miami-Dade County; Florida,3590,498,1882,482
1400000US12086000904,Census Tract 9.04; Miami-Dade County; Florida,2491,461,1357,268
1400000US12086000905,Census Tract 9.05; Miami-Dade County; Florida,3803,768,2003,560
1400000US12086000906,Census Tract 9.06; Miami-Dade County; Florida,1686,373,949,238
1400000US12086000907,Census Tract 9.07; Miami-Dade County; Florida,2073,392,994,414
1400000US12086000908,Census Tract 9.08; Miami-Dade County; Florida,3286,832,2055,288
1400000US12086001003,Census Tract 10.03; Miami-Dade County; Florida,6116,1018,2672,792
1400000US12086001004,Census Tract 10.04; Miami-Dade County; Florida,7400,998,3260,1257
1400000US12086001005,Census Tract 10.05; Miami-Dade County; Florida,1598,593,739,149
1400000US12086001006,Census Tract 10.06; Miami-Dade County; Florida,4637,774,1882,598
1400000US12086001007,Census Tract 10.07; Miami-Dade County; Florida,3619,488,1788,415
1400000US12086001008,Census Tract 10.08; Miami-Dade County; Florida,3425,452,1888,374
1400000US12086001101,Census Tract 11.01; Miami-Dade County; Florida,5026,717,2846,806
1400000US12086001102,Census Tract 11.02; Miami-Dade County; Florida,5930,675,2532,2089
1400000US12086001103,Census Tract 11.03; Miami-Dade County; Florida,4849,513,2713,667
1400000US12086001104,Census Tract 11.04; Miami-Dade County; Florida,4817,708,2165,444
1400000US12086001204,Census Tract 12.04; Miami-Dade County; Florida,6097,1281,3021,722
1400000US12086001205,Census Tract 12.05; Miami-Dade County; Florida,2441,328,1102,267
1400000US12086001206,Census Tract 12.06; Miami-Dade County; Florida,4251,843,2268,458
1400000US12086001207,Census Tract 12.07; Miami-Dade County; Florida,2042,88,1442,145
1400000US12086001208,Census Tract 12.08; Miami-Dade County; Florida,3008,409,1333,410
1400000US12086001209,Census Tract 12.09; Miami-Dade County; Florida,3929,192,2576,680
1400000US12086001301,Census Tract 13.01; Miami-Dade County; Florida,5785,611,2617,1220
1400000US12086001302,Census Tract 13.02; Miami-Dade County; Florida,5809,1315,3245,851
1400000US12086001401,Census Tract 14.01; Miami-Dade County; Florida,6053,743,3143,1278
1400000US12086001402,Census Tract 14.02; Miami-Dade County; Florida,4929,1081,2609,362
1400000US12086001501,Census Tract 15.01; Miami-Dade County; Florida,3359,228,1452,773
1400000US12086001502,Census Tract 15.02; Miami-Dade County; Florida,4358,409,2125,718
1400000US12086001603,Census Tract 16.03; Miami-Dade County; Florida,3367,659,1904,657
1400000US12086001605,Census Tract 16.05; Miami-Dade County; Florida,3744,1053,1680,469
1400000US12086001606,Census Tract 16.06; Miami-Dade County; Florida,4425,882,2043,655
1400000US12086001607,Census Tract 16.07; Miami-Dade County; Florida,2972,1011,1729,405
1400000US12086001608,Census Tract 16.08; Miami-Dade County; Florida,2938,673,1381,584
1400000US12086001701,Census Tract 17.01; Miami-Dade County; Florida,4933,667,2374,1056
1400000US12086001702,Census Tract 17.02; Miami-Dade County; Florida,3448,610,1702,352
1400000US12086001704,Census Tract 17.04; Miami-Dade County; Florida,2412,452,1294,258
1400000US12086001705,Census Tract 17.05; Miami-Dade County; Florida,1975,308,882,402
1400000US12086001801,Census Tract 18.01; Miami-Dade County; Florida,4518,748,2512,530
1400000US12086001802,Census Tract 18.02; Miami-Dade County; Florida,4368,468,2242,865
1400000US12086001803,Census Tract 18.03; Miami-Dade County; Florida,2906,700,1310,649
1400000US12086001901,Census Tract 19.01; Miami-Dade County; Florida,4275,593,2239,608
1400000US12086001903,Census Tract 19.03; Miami-Dade County; Florida,3560,333,1765,768
1400000US12086001904,Census Tract 19.04; Miami-Dade County; Florida,4032,616,2162,623
1400000US12086002001,Census Tract 20.01; Miami-Dade County; Florida,3745,748,1722,652
1400000US12086002003,Census Tract 20.03; Miami-Dade County; Florida,3468,502,1906,607
1400000US12086002004,Census Tract 20.04; Miami-Dade County; Florida,3246,457,1528,450
1400000US12086002100,Census Tract 21; Miami-Dade County; Florida,3048,425,1581,311
1400000US12086002201,Census Tract 22.01; Miami-Dade County; Florida,3130,530,1778,489
1400000US12086002202,Census Tract 22.02; Miami-Dade County; Florida,5283,835,2468,1112
1400000US12086002300,Census Tract 23; Miami-Dade County; Florida,5471,819,2210,793
1400000US12086002402,Census Tract 24.02; Miami-Dade County; Florida,6305,959,3096,863
1400000US12086002403,Census Tract 24.03; Miami-Dade County; Florida,4118,740,2355,671
1400000US12086002404,Census Tract 24.04; Miami-Dade County; Florida,5306,1343,2306,543
1400000US12086002501,Census Tract 25.01; Miami-Dade County; Florida,5792,1200,2636,702
1400000US12086002502,Census Tract 25.02; Miami-Dade County; Florida,3465,689,1777,406
1400000US12086002600,Census Tract 26; Miami-Dade County; Florida,6036,586,3097,1060
1400000US12086002702,Census Tract 27.02; Miami-Dade County; Florida,6022,338,3297,1255
1400000US12086002705,Census Tract 27.05; Miami-Dade County; Florida,5143,366,2798,1189
1400000US12086002707,Census Tract 27.07; Miami-Dade County; Florida,2470,102,1509,384
1400000US12086002708,Census Tract 27.08; Miami-Dade County; Florida,3324,264,1572,509
1400000US12086002709,Census Tract 27.09; Miami-Dade County; Florida,4182,95,2559,1107
1400000US12086002710,Census Tract 27.10; Miami-Dade County; Florida,1800,356,1018,122
1400000US12086002800,Census Tract 28; Miami-Dade County; Florida,1205,112,811,228
1400000US12086002900,Census Tract 29; Miami-Dade County; Florida,5174,769,2586,761
1400000US12086003001,Census Tract 30.01; Miami-Dade County; Florida,3202,495,1158,615
1400000US12086003004,Census Tract 30.04; Miami-Dade County; Florida,5524,1003,3369,1248
1400000US12086003005,Census Tract 30.05; Miami-Dade County; Florida,1611,320,1080,261
1400000US12086003006,Census Tract 30.06; Miami-Dade County; Florida,4728,821,2726,578
1400000US12086003100,Census Tract 31; Miami-Dade County; Florida,5586,558,2448,1302
1400000US12086003400,Census Tract 34; Miami-Dade County; Florida,3412,360,1392,787
1400000US12086003603,Census Tract 36.03; Miami-Dade County; Florida,1825,331,1028,238
1400000US12086003604,Census Tract 36.04; Miami-Dade County; Florida,2932,271,1662,754
1400000US12086003605,Census Tract 36.05; Miami-Dade County; Florida,2557,738,1334,477
1400000US12086003606,Census Tract 36.06; Miami-Dade County; Florida,1985,626,1212,297
1400000US12086003607,Census Tract 36.07; Miami-Dade County; Florida,1929,162,914,225
1400000US12086003703,Census Tract 37.03; Miami-Dade County; Florida,2982,31,2067,966
1400000US12086003704,Census Tract 37.04; Miami-Dade County; Florida,1286,96,697,283
1400000US12086003705,Census Tract 37.05; Miami-Dade County; Florida,1796,28,997,705
1400000US12086003706,Census Tract 37.06; Miami-Dade County; Florida,2096,18,1466,688
1400000US12086003707,Census Tract 37.07; Miami-Dade County; Florida,1598,145,960,498
1400000US12086003708,Census Tract 37.08; Miami-Dade County; Florida,1087,149,571,265
1400000US12086003709,Census Tract 37.09; Miami-Dade County; Florida,1321,64,755,375
1400000US12086003710,Census Tract 37.10; Miami-Dade County; Florida,7337,322,3896,2028
1400000US12086003801,Census Tract 38.01; Miami-Dade County; Florida,5848,733,2298,786
1400000US12086003803,Census Tract 38.03; Miami-Dade County; Florida,3021,863,1569,315
1400000US12086003804,Census Tract 38.04; Miami-Dade County; Florida,5566,1006,2558,322
1400000US12086003906,Census Tract 39.06; Miami-Dade County; Florida,2385,414,1096,209
1400000US12086003909,Census Tract 39.09; Miami-Dade County; Florida,1342,359,696,167
1400000US12086003911,Census Tract 39.11; Miami-Dade County; Florida,4381,653,2251,819
1400000US12086003912,Census Tract 39.12; Miami-Dade County; Florida,4470,359,2168,800
1400000US12086003913,Census Tract 39.13; Miami-Dade County; Florida,3672,828,1874,595
1400000US12086003914,Census Tract 39.14; Miami-Dade County; Florida,3396,1010,1480,459
1400000US12086003915,Census Tract 39.15; Miami-Dade County; Florida,5020,854,2707,674
1400000US12086003916,Census Tract 39.16; Miami-Dade County; Florida,4178,472,1985,727
1400000US12086003917,Census Tract 39.17; Miami-Dade County; Florida,5269,700,2647,619
1400000US12086003918,Census Tract 39.18; Miami-Dade County; Florida,2735,278,1249,467
1400000US12086003919,Census Tract 39.19; Miami-Dade County; Florida,2759,588,1189,287
1400000US12086003921,Census Tract 39.21; Miami-Dade County; Florida,2756,620,1323,137
1400000US12086003922,Census Tract 39.22; Miami-Dade County; Florida,2223,542,1249,296
1400000US12086004000,Census Tract 40; Miami-Dade County; Florida,4867,752,2351,341
1400000US12086004102,Census Tract 41.02; Miami-Dade County; Florida,2435,706,1335,123
1400000US12086004103,Census Tract 41.03; Miami-Dade County; Florida,2113,781,994,314
1400000US12086004105,Census Tract 41.05; Miami-Dade County; Florida,2467,464,1353,761
1400000US12086004106,Census Tract 41.06; Miami-Dade County; Florida,2646,369,1465,204
1400000US12086004204,Census Tract 42.04; Miami-Dade County; Florida,2004,175,1162,308
1400000US12086004205,Census Tract 42.05; Miami-Dade County; Florida,1854,268,1085,284
1400000US12086004206,Census Tract 42.06; Miami-Dade County; Florida,1940,278,1247,258
1400000US12086004207,Census Tract 42.07; Miami-Dade County; Florida,2169,188,1116,296
1400000US12086004208,Census Tract 42.08; Miami-Dade County; Florida,1184,249,545,97
1400000US12086004301,Census Tract 43.01; Miami-Dade County; Florida,2543,196,1370,378
1400000US12086004303,Census Tract 43.03; Miami-Dade County; Florida,2679,267,1533,343
1400000US12086004304,Census Tract 43.04; Miami-Dade County; Florida,2169,162,1305,319
1400000US12086004403,Census Tract 44.03; Miami-Dade County; Florida,2634,399,1433,326
1400000US12086004404,Census Tract 44.04; Miami-Dade County; Florida,2148,721,1178,237
1400000US12086004405,Census Tract 44.05; Miami-Dade County; Florida,3514,779,1845,519
1400000US12086004406,Census Tract 44.06; Miami-Dade County; Florida,2178,331,1056,289
1400000US12086004500,Census Tract 45; Miami-Dade County; Florida,4023,1510,2082,108
1400000US12086004602,Census Tract 46.02; Miami-Dade County; Florida,4513,492,2333,466
