Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12086003906,Census Tract 39.06; Miami-Dade County; Florida,1244
1400000US12086003909,Census Tract 39.09; Miami-Dade County; Florida,354
1400000US12086003911,Census Tract 39.11; Miami-Dade County; Florida,1460
1400000US12086003912,Census Tract 39.12; Miami-Dade County; Florida,1195
1400000US12086003913,Census Tract 39.13; Miami-Dade County; Florida,1034
1400000US12086003914,Census Tract 39.14; Miami-Dade County; Florida,1174
1400000US12086003915,Census Tract 39.15; Miami-Dade County; Florida,2006
1400000US12086003916,Census Tract 39.16; Miami-Dade County; Florida,1282
1400000US12086003917,Census Tract 39.17; Miami-Dade County; Florida,1990
1400000US12086003918,Census Tract 39.18; Miami-Dade County; Florida,1229
1400000US12086003919,Census Tract 39.19; Miami-Dade County; Florida,1351
1400000US12086003921,Census Tract 39.21; Miami-Dade County; Florida,1499
1400000US12086003922,Census Tract 39.22; Miami-Dade County; Florida,908
1400000US12086004000,Census Tract 40; Miami-Dade County; Florida,1983
1400000US12086004102,Census Tract 41.02; Miami-Dade County; Florida,1628
1400000US12086004103,Census Tract 41.03; Miami-Dade County; Florida,1033
1400000US12086004105,Census Tract 41.05; Miami-Dade County; Florida,1020
1400000US12086004106,Census Tract 41.06; Miami-Dade County; Florida,1398
1400000US12086004204,Census Tract 42.04; Miami-Dade County; Florida,759
1400000US12086004205,Census Tract 42.05; Miami-Dade County; Florida,857
1400000US12086004206,Census Tract 42.06; Miami-Dade County; Florida,485
1400000US12086004207,Census Tract 42.07; Miami-Dade County; Florida,1027
1400000US12086004208,Census Tract 42.08; Miami-Dade County; Florida,550
1400000US12086004301,Census Tract 43.01; Miami-Dade County; Florida,1359
1400000US12086004303,Census Tract 43.03; Miami-Dade County; Florida,835
1400000US12086004304,Census Tract 43.04; Miami-Dade County; Florida,926
1400000US12086004403,Census Tract 44.03; Miami-Dade County; Florida,1090
1400000US12086004404,Census Tract 44.04; Miami-Dade County; Florida,736
1400000US12086004405,Census Tract 44.05; Miami-Dade County; Florida,909
1400000US12086004406,Census Tract 44.06; Miami-Dade County; Florida,1245
1400000US12086004500,Census Tract 45; Miami-Dade County; Florida,2168
1400000US12086004602,Census Tract 46.02; Miami-Dade County; Florida,2076
1400000US12086004605,Census Tract 46.05; Miami-Dade County; Florida,2000
1400000US12086004607,Census Tract 46.07; Miami-Dade County; Florida,1973
1400000US12086004608,Census Tract 46.08; Miami-Dade County; Florida,979
1400000US12086004701,Census Tract 47.01; Miami-Dade County; Florida,1443
1400000US12086004703,Census Tract 47.03; Miami-Dade County; Florida,1445
1400000US12086004704,Census Tract 47.04; Miami-Dade County; Florida,525
1400000US12086004705,Census Tract 47.05; Miami-Dade County; Florida,1121
1400000US12086004901,Census Tract 49.01; Miami-Dade County; Florida,596
1400000US12086004903,Census Tract 49.03; Miami-Dade County; Florida,1028
1400000US12086004904,Census Tract 49.04; Miami-Dade County; Florida,436
1400000US12086005002,Census Tract 50.02; Miami-Dade County; Florida,509
1400000US12086005003,Census Tract 50.03; Miami-Dade County; Florida,469
1400000US12086005004,Census Tract 50.04; Miami-Dade County; Florida,551
1400000US12086005102,Census Tract 51.02; Miami-Dade County; Florida,1580
1400000US12086005103,Census Tract 51.03; Miami-Dade County; Florida,403
1400000US12086005104,Census Tract 51.04; Miami-Dade County; Florida,510
1400000US12086005201,Census Tract 52.01; Miami-Dade County; Florida,1126
1400000US12086005202,Census Tract 52.02; Miami-Dade County; Florida,567
1400000US12086005303,Census Tract 53.03; Miami-Dade County; Florida,327
1400000US12086005304,Census Tract 53.04; Miami-Dade County; Florida,270
1400000US12086005305,Census Tract 53.05; Miami-Dade County; Florida,615
1400000US12086005306,Census Tract 53.06; Miami-Dade County; Florida,431
1400000US12086005403,Census Tract 54.03; Miami-Dade County; Florida,183
1400000US12086005405,Census Tract 54.05; Miami-Dade County; Florida,738
1400000US12086005406,Census Tract 54.06; Miami-Dade County; Florida,247
1400000US12086005407,Census Tract 54.07; Miami-Dade County; Florida,277
1400000US12086005409,Census Tract 54.09; Miami-Dade County; Florida,362
1400000US12086005410,Census Tract 54.10; Miami-Dade County; Florida,354
1400000US12086005503,Census Tract 55.03; Miami-Dade County; Florida,722
1400000US12086005504,Census Tract 55.04; Miami-Dade County; Florida,824
1400000US12086005505,Census Tract 55.05; Miami-Dade County; Florida,314
1400000US12086005506,Census Tract 55.06; Miami-Dade County; Florida,479
1400000US12086005600,Census Tract 56; Miami-Dade County; Florida,1178
1400000US12086005701,Census Tract 57.01; Miami-Dade County; Florida,1343
1400000US12086005705,Census Tract 57.05; Miami-Dade County; Florida,561
1400000US12086005706,Census Tract 57.06; Miami-Dade County; Florida,902
1400000US12086005707,Census Tract 57.07; Miami-Dade County; Florida,123
1400000US12086005708,Census Tract 57.08; Miami-Dade County; Florida,1112
1400000US12086005803,Census Tract 58.03; Miami-Dade County; Florida,1263
1400000US12086005804,Census Tract 58.04; Miami-Dade County; Florida,656
1400000US12086005805,Census Tract 58.05; Miami-Dade County; Florida,600
1400000US12086005806,Census Tract 58.06; Miami-Dade County; Florida,522
1400000US12086005901,Census Tract 59.01; Miami-Dade County; Florida,1188
1400000US12086005902,Census Tract 59.02; Miami-Dade County; Florida,655
1400000US12086005903,Census Tract 59.03; Miami-Dade County; Florida,807
1400000US12086005904,Census Tract 59.04; Miami-Dade County; Florida,1284
1400000US12086006002,Census Tract 60.02; Miami-Dade County; Florida,1489
1400000US12086006003,Census Tract 60.03; Miami-Dade County; Florida,1077
1400000US12086006004,Census Tract 60.04; Miami-Dade County; Florida,909
1400000US12086006103,Census Tract 61.03; Miami-Dade County; Florida,969
1400000US12086006104,Census Tract 61.04; Miami-Dade County; Florida,2311
1400000US12086006105,Census Tract 61.05; Miami-Dade County; Florida,1089
1400000US12086006106,Census Tract 61.06; Miami-Dade County; Florida,1015
1400000US12086006201,Census Tract 62.01; Miami-Dade County; Florida,992
1400000US12086006203,Census Tract 62.03; Miami-Dade County; Florida,1438
1400000US12086006205,Census Tract 62.05; Miami-Dade County; Florida,1564
1400000US12086006206,Census Tract 62.06; Miami-Dade County; Florida,2329
1400000US12086006302,Census Tract 63.02; Miami-Dade County; Florida,1664
1400000US12086006303,Census Tract 63.03; Miami-Dade County; Florida,1058
1400000US12086006304,Census Tract 63.04; Miami-Dade County; Florida,961
1400000US12086006401,Census Tract 64.01; Miami-Dade County; Florida,552
1400000US12086006402,Census Tract 64.02; Miami-Dade County; Florida,1169
1400000US12086006403,Census Tract 64.03; Miami-Dade County; Florida,627
1400000US12086006501,Census Tract 65.01; Miami-Dade County; Florida,1003
1400000US12086006503,Census Tract 65.03; Miami-Dade County; Florida,699
1400000US12086006504,Census Tract 65.04; Miami-Dade County; Florida,552
1400000US12086006603,Census Tract 66.03; Miami-Dade County; Florida,1226
1400000US12086006604,Census Tract 66.04; Miami-Dade County; Florida,901
1400000US12086006605,Census Tract 66.05; Miami-Dade County; Florida,819
1400000US12086006606,Census Tract 66.06; Miami-Dade County; Florida,170
1400000US12086006607,Census Tract 66.07; Miami-Dade County; Florida,574
1400000US12086006608,Census Tract 66.08; Miami-Dade County; Florida,1458
1400000US12086006705,Census Tract 67.05; Miami-Dade County; Florida,2480
1400000US12086006706,Census Tract 67.06; Miami-Dade County; Florida,1838
1400000US12086006707,Census Tract 67.07; Miami-Dade County; Florida,2785
1400000US12086006709,Census Tract 67.09; Miami-Dade County; Florida,1038
1400000US12086006713,Census Tract 67.13; Miami-Dade County; Florida,1357
1400000US12086006714,Census Tract 67.14; Miami-Dade County; Florida,1170
1400000US12086006715,Census Tract 67.15; Miami-Dade County; Florida,2126
1400000US12086006716,Census Tract 67.16; Miami-Dade County; Florida,465
1400000US12086006717,Census Tract 67.17; Miami-Dade County; Florida,1027
1400000US12086006718,Census Tract 67.18; Miami-Dade County; Florida,2256
1400000US12086006719,Census Tract 67.19; Miami-Dade County; Florida,1528
1400000US12086006720,Census Tract 67.20; Miami-Dade County; Florida,1757
1400000US12086006721,Census Tract 67.21; Miami-Dade County; Florida,1991
1400000US12086006722,Census Tract 67.22; Miami-Dade County; Florida,997
1400000US12086006801,Census Tract 68.01; Miami-Dade County; Florida,1806
1400000US12086006802,Census Tract 68.02; Miami-Dade County; Florida,1776
1400000US12086006901,Census Tract 69.01; Miami-Dade County; Florida,1112
1400000US12086006902,Census Tract 69.02; Miami-Dade County; Florida,1051
1400000US12086007003,Census Tract 70.03; Miami-Dade County; Florida,1424
1400000US12086007004,Census Tract 70.04; Miami-Dade County; Florida,2118
1400000US12086007005,Census Tract 70.05; Miami-Dade County; Florida,576
1400000US12086007006,Census Tract 70.06; Miami-Dade County; Florida,1143
1400000US12086007007,Census Tract 70.07; Miami-Dade County; Florida,940
1400000US12086007101,Census Tract 71.01; Miami-Dade County; Florida,1293
1400000US12086007103,Census Tract 71.03; Miami-Dade County; Florida,1277
1400000US12086007104,Census Tract 71.04; Miami-Dade County; Florida,1966
1400000US12086007200,Census Tract 72; Miami-Dade County; Florida,754
1400000US12086007300,Census Tract 73; Miami-Dade County; Florida,2318
1400000US12086007401,Census Tract 74.01; Miami-Dade County; Florida,793
1400000US12086007402,Census Tract 74.02; Miami-Dade County; Florida,1342
1400000US12086007403,Census Tract 74.03; Miami-Dade County; Florida,1817
1400000US12086007501,Census Tract 75.01; Miami-Dade County; Florida,1412
1400000US12086007503,Census Tract 75.03; Miami-Dade County; Florida,452
1400000US12086007601,Census Tract 76.01; Miami-Dade County; Florida,1084
1400000US12086007603,Census Tract 76.03; Miami-Dade County; Florida,916
1400000US12086007605,Census Tract 76.05; Miami-Dade County; Florida,1300
1400000US12086007607,Census Tract 76.07; Miami-Dade County; Florida,811
1400000US12086007608,Census Tract 76.08; Miami-Dade County; Florida,1028
1400000US12086007609,Census Tract 76.09; Miami-Dade County; Florida,689
1400000US12086007610,Census Tract 76.10; Miami-Dade County; Florida,2078
1400000US12086007704,Census Tract 77.04; Miami-Dade County; Florida,2457
1400000US12086007705,Census Tract 77.05; Miami-Dade County; Florida,2521
1400000US12086007706,Census Tract 77.06; Miami-Dade County; Florida,1542
1400000US12086007707,Census Tract 77.07; Miami-Dade County; Florida,1103
1400000US12086007708,Census Tract 77.08; Miami-Dade County; Florida,485
1400000US12086007709,Census Tract 77.09; Miami-Dade County; Florida,705
1400000US12086007801,Census Tract 78.01; Miami-Dade County; Florida,342
1400000US12086007805,Census Tract 78.05; Miami-Dade County; Florida,1997
1400000US12086007806,Census Tract 78.06; Miami-Dade County; Florida,1943
1400000US12086007807,Census Tract 78.07; Miami-Dade County; Florida,2294
1400000US12086007808,Census Tract 78.08; Miami-Dade County; Florida,1731
1400000US12086007809,Census Tract 78.09; Miami-Dade County; Florida,1600
1400000US12086007901,Census Tract 79.01; Miami-Dade County; Florida,1952
1400000US12086007902,Census Tract 79.02; Miami-Dade County; Florida,1582
1400000US12086008000,Census Tract 80; Miami-Dade County; Florida,2548
1400000US12086008101,Census Tract 81.01; Miami-Dade County; Florida,1614
1400000US12086008102,Census Tract 81.02; Miami-Dade County; Florida,2031
1400000US12086008202,Census Tract 82.02; Miami-Dade County; Florida,1754
1400000US12086008205,Census Tract 82.05; Miami-Dade County; Florida,2069
1400000US12086008206,Census Tract 82.06; Miami-Dade County; Florida,1747
1400000US12086008207,Census Tract 82.07; Miami-Dade County; Florida,2452
1400000US12086008208,Census Tract 82.08; Miami-Dade County; Florida,1519
1400000US12086008209,Census Tract 82.09; Miami-Dade County; Florida,1683
1400000US12086008305,Census Tract 83.05; Miami-Dade County; Florida,2280
1400000US12086008308,Census Tract 83.08; Miami-Dade County; Florida,759
1400000US12086008309,Census Tract 83.09; Miami-Dade County; Florida,397
1400000US12086008310,Census Tract 83.10; Miami-Dade County; Florida,781
1400000US12086008311,Census Tract 83.11; Miami-Dade County; Florida,733
1400000US12086008312,Census Tract 83.12; Miami-Dade County; Florida,347
1400000US12086008313,Census Tract 83.13; Miami-Dade County; Florida,681
1400000US12086008314,Census Tract 83.14; Miami-Dade County; Florida,575
1400000US12086008315,Census Tract 83.15; Miami-Dade County; Florida,1102
1400000US12086008409,Census Tract 84.09; Miami-Dade County; Florida,1796
1400000US12086008415,Census Tract 84.15; Miami-Dade County; Florida,1965
1400000US12086008416,Census Tract 84.16; Miami-Dade County; Florida,1105
1400000US12086008418,Census Tract 84.18; Miami-Dade County; Florida,1033
1400000US12086008419,Census Tract 84.19; Miami-Dade County; Florida,1692
1400000US12086008420,Census Tract 84.20; Miami-Dade County; Florida,685
1400000US12086008421,Census Tract 84.21; Miami-Dade County; Florida,1322
1400000US12086008422,Census Tract 84.22; Miami-Dade County; Florida,826
1400000US12086008423,Census Tract 84.23; Miami-Dade County; Florida,1448
1400000US12086008424,Census Tract 84.24; Miami-Dade County; Florida,855
1400000US12086008425,Census Tract 84.25; Miami-Dade County; Florida,597
1400000US12086008426,Census Tract 84.26; Miami-Dade County; Florida,1700
1400000US12086008427,Census Tract 84.27; Miami-Dade County; Florida,765
1400000US12086008428,Census Tract 84.28; Miami-Dade County; Florida,1037
1400000US12086008429,Census Tract 84.29; Miami-Dade County; Florida,1229
1400000US12086008430,Census Tract 84.30; Miami-Dade County; Florida,987
1400000US12086008431,Census Tract 84.31; Miami-Dade County; Florida,753
1400000US12086008502,Census Tract 85.02; Miami-Dade County; Florida,1462
1400000US12086008503,Census Tract 85.03; Miami-Dade County; Florida,599
1400000US12086008504,Census Tract 85.04; Miami-Dade County; Florida,729
1400000US12086008601,Census Tract 86.01; Miami-Dade County; Florida,1075
1400000US12086008603,Census Tract 86.03; Miami-Dade County; Florida,1178
1400000US12086008604,Census Tract 86.04; Miami-Dade County; Florida,296
1400000US12086008702,Census Tract 87.02; Miami-Dade County; Florida,1188
1400000US12086008703,Census Tract 87.03; Miami-Dade County; Florida,409
1400000US12086008704,Census Tract 87.04; Miami-Dade County; Florida,582
1400000US12086008805,Census Tract 88.05; Miami-Dade County; Florida,584
1400000US12086008806,Census Tract 88.06; Miami-Dade County; Florida,741
1400000US12086008807,Census Tract 88.07; Miami-Dade County; Florida,1008
1400000US12086008808,Census Tract 88.08; Miami-Dade County; Florida,587
1400000US12086008809,Census Tract 88.09; Miami-Dade County; Florida,609
1400000US12086008810,Census Tract 88.10; Miami-Dade County; Florida,982
1400000US12086008904,Census Tract 89.04; Miami-Dade County; Florida,23
1400000US12086008906,Census Tract 89.06; Miami-Dade County; Florida,1508
1400000US12086008907,Census Tract 89.07; Miami-Dade County; Florida,1109
1400000US12086008908,Census Tract 89.08; Miami-Dade County; Florida,905
1400000US12086008909,Census Tract 89.09; Miami-Dade County; Florida,949
1400000US12086008910,Census Tract 89.10; Miami-Dade County; Florida,650
1400000US12086008911,Census Tract 89.11; Miami-Dade County; Florida,649
1400000US12086009010,Census Tract 90.10; Miami-Dade County; Florida,3031
1400000US12086009014,Census Tract 90.14; Miami-Dade County; Florida,1296
1400000US12086009015,Census Tract 90.15; Miami-Dade County; Florida,1203
1400000US12086009020,Census Tract 90.20; Miami-Dade County; Florida,392
1400000US12086009021,Census Tract 90.21; Miami-Dade County; Florida,769
1400000US12086009022,Census Tract 90.22; Miami-Dade County; Florida,456
1400000US12086009024,Census Tract 90.24; Miami-Dade County; Florida,1438
1400000US12086009026,Census Tract 90.26; Miami-Dade County; Florida,565
1400000US12086009027,Census Tract 90.27; Miami-Dade County; Florida,890
1400000US12086009028,Census Tract 90.28; Miami-Dade County; Florida,1636
1400000US12086009029,Census Tract 90.29; Miami-Dade County; Florida,1393
1400000US12086009030,Census Tract 90.30; Miami-Dade County; Florida,1260
1400000US12086009031,Census Tract 90.31; Miami-Dade County; Florida,1039
1400000US12086009039,Census Tract 90.39; Miami-Dade County; Florida,2697
1400000US12086009040,Census Tract 90.40; Miami-Dade County; Florida,2736
1400000US12086009043,Census Tract 90.43; Miami-Dade County; Florida,1827
1400000US12086009044,Census Tract 90.44; Miami-Dade County; Florida,1310
1400000US12086009048,Census Tract 90.48; Miami-Dade County; Florida,1358
1400000US12086009049,Census Tract 90.49; Miami-Dade County; Florida,1545
1400000US12086009050,Census Tract 90.50; Miami-Dade County; Florida,1868
1400000US12086009051,Census Tract 90.51; Miami-Dade County; Florida,667
1400000US12086009052,Census Tract 90.52; Miami-Dade County; Florida,804
1400000US12086009053,Census Tract 90.53; Miami-Dade County; Florida,1614
1400000US12086009054,Census Tract 90.54; Miami-Dade County; Florida,446
1400000US12086009055,Census Tract 90.55; Miami-Dade County; Florida,370
1400000US12086009056,Census Tract 90.56; Miami-Dade County; Florida,1186
1400000US12086009057,Census Tract 90.57; Miami-Dade County; Florida,2771
1400000US12086009058,Census Tract 90.58; Miami-Dade County; Florida,1372
1400000US12086009059,Census Tract 90.59; Miami-Dade County; Florida,884
1400000US12086009060,Census Tract 90.60; Miami-Dade County; Florida,1757
1400000US12086009061,Census Tract 90.61; Miami-Dade County; Florida,302
1400000US12086009062,Census Tract 90.62; Miami-Dade County; Florida,513
1400000US12086009063,Census Tract 90.63; Miami-Dade County; Florida,241
1400000US12086009064,Census Tract 90.64; Miami-Dade County; Florida,711
1400000US12086009065,Census Tract 90.65; Miami-Dade County; Florida,1420
1400000US12086009066,Census Tract 90.66; Miami-Dade County; Florida,2774
1400000US12086009101,Census Tract 91.01; Miami-Dade County; Florida,355
1400000US12086009102,Census Tract 91.02; Miami-Dade County; Florida,410
1400000US12086009200,Census Tract 92; Miami-Dade County; Florida,342
1400000US12086009305,Census Tract 93.05; Miami-Dade County; Florida,1684
1400000US12086009312,Census Tract 93.12; Miami-Dade County; Florida,1693
1400000US12086009314,Census Tract 93.14; Miami-Dade County; Florida,646
1400000US12086009315,Census Tract 93.15; Miami-Dade County; Florida,425
1400000US12086009316,Census Tract 93.16; Miami-Dade County; Florida,474
1400000US12086009317,Census Tract 93.17; Miami-Dade County; Florida,670
1400000US12086009318,Census Tract 93.18; Miami-Dade County; Florida,316
1400000US12086009319,Census Tract 93.19; Miami-Dade County; Florida,1495
1400000US12086009320,Census Tract 93.20; Miami-Dade County; Florida,379
1400000US12086009321,Census Tract 93.21; Miami-Dade County; Florida,564
1400000US12086009322,Census Tract 93.22; Miami-Dade County; Florida,781
1400000US12086009323,Census Tract 93.23; Miami-Dade County; Florida,479
1400000US12086009324,Census Tract 93.24; Miami-Dade County; Florida,712
1400000US12086009325,Census Tract 93.25; Miami-Dade County; Florida,401
1400000US12086009326,Census Tract 93.26; Miami-Dade County; Florida,553
1400000US12086009327,Census Tract 93.27; Miami-Dade County; Florida,584
1400000US12086009401,Census Tract 94.01; Miami-Dade County; Florida,320
1400000US12086009402,Census Tract 94.02; Miami-Dade County; Florida,333
1400000US12086009503,Census Tract 95.03; Miami-Dade County; Florida,1024
1400000US12086009504,Census Tract 95.04; Miami-Dade County; Florida,557
1400000US12086009505,Census Tract 95.05; Miami-Dade County; Florida,227
1400000US12086009506,Census Tract 95.06; Miami-Dade County; Florida,439
1400000US12086009601,Census Tract 96.01; Miami-Dade County; Florida,791
1400000US12086009602,Census Tract 96.02; Miami-Dade County; Florida,278
1400000US12086009703,Census Tract 97.03; Miami-Dade County; Florida,1105
1400000US12086009704,Census Tract 97.04; Miami-Dade County; Florida,1577
1400000US12086009705,Census Tract 97.05; Miami-Dade County; Florida,1092
1400000US12086009706,Census Tract 97.06; Miami-Dade County; Florida,1246
1400000US12086009803,Census Tract 98.03; Miami-Dade County; Florida,1947
1400000US12086009804,Census Tract 98.04; Miami-Dade County; Florida,639
1400000US12086009806,Census Tract 98.06; Miami-Dade County; Florida,617
1400000US12086009809,Census Tract 98.09; Miami-Dade County; Florida,1006
1400000US12086009810,Census Tract 98.10; Miami-Dade County; Florida,600
1400000US12086009811,Census Tract 98.11; Miami-Dade County; Florida,374
1400000US12086009812,Census Tract 98.12; Miami-Dade County; Florida,1687
1400000US12086009903,Census Tract 99.03; Miami-Dade County; Florida,664
1400000US12086009904,Census Tract 99.04; Miami-Dade County; Florida,346
1400000US12086009905,Census Tract 99.05; Miami-Dade County; Florida,794
1400000US12086009906,Census Tract 99.06; Miami-Dade County; Florida,554
1400000US12086009907,Census Tract 99.07; Miami-Dade County; Florida,1067
1400000US12086009908,Census Tract 99.08; Miami-Dade County; Florida,634
1400000US12086009909,Census Tract 99.09; Miami-Dade County; Florida,396
1400000US12086010010,Census Tract 100.10; Miami-Dade County; Florida,517
1400000US12086010012,Census Tract 100.12; Miami-Dade County; Florida,1046
1400000US12086010013,Census Tract 100.13; Miami-Dade County; Florida,613
1400000US12086010015,Census Tract 100.15; Miami-Dade County; Florida,337
1400000US12086010016,Census Tract 100.16; Miami-Dade County; Florida,872
1400000US12086010017,Census Tract 100.17; Miami-Dade County; Florida,242
1400000US12086010018,Census Tract 100.18; Miami-Dade County; Florida,554
1400000US12086010019,Census Tract 100.19; Miami-Dade County; Florida,442
1400000US12086010020,Census Tract 100.20; Miami-Dade County; Florida,163
1400000US12086010021,Census Tract 100.21; Miami-Dade County; Florida,219
1400000US12086010022,Census Tract 100.22; Miami-Dade County; Florida,202
1400000US12086010023,Census Tract 100.23; Miami-Dade County; Florida,179
1400000US12086010024,Census Tract 100.24; Miami-Dade County; Florida,394
1400000US12086010025,Census Tract 100.25; Miami-Dade County; Florida,347
1400000US12086010026,Census Tract 100.26; Miami-Dade County; Florida,119
1400000US12086010193,Census Tract 101.93; Miami-Dade County; Florida,1876
1400000US12086010198,Census Tract 101.98; Miami-Dade County; Florida,739
1400000US12086010201,Census Tract 102.01; Miami-Dade County; Florida,1070
1400000US12086010205,Census Tract 102.05; Miami-Dade County; Florida,749
1400000US12086010207,Census Tract 102.07; Miami-Dade County; Florida,481
1400000US12086010208,Census Tract 102.08; Miami-Dade County; Florida,548
1400000US12086010209,Census Tract 102.09; Miami-Dade County; Florida,667
1400000US12086010211,Census Tract 102.11; Miami-Dade County; Florida,421
1400000US12086010212,Census Tract 102.12; Miami-Dade County; Florida,425
1400000US12086010213,Census Tract 102.13; Miami-Dade County; Florida,601
1400000US12086010214,Census Tract 102.14; Miami-Dade County; Florida,185
1400000US12086010301,Census Tract 103.01; Miami-Dade County; Florida,473
1400000US12086010302,Census Tract 103.02; Miami-Dade County; Florida,236
1400000US12086010303,Census Tract 103.03; Miami-Dade County; Florida,575
1400000US12086010400,Census Tract 104; Miami-Dade County; Florida,1148
1400000US12086010501,Census Tract 105.01; Miami-Dade County; Florida,514
1400000US12086010502,Census Tract 105.02; Miami-Dade County; Florida,1921
1400000US12086010604,Census Tract 106.04; Miami-Dade County; Florida,1215
1400000US12086010608,Census Tract 106.08; Miami-Dade County; Florida,1080
1400000US12086010609,Census Tract 106.09; Miami-Dade County; Florida,575
1400000US12086010610,Census Tract 106.10; Miami-Dade County; Florida,1258
1400000US12086010613,Census Tract 106.13; Miami-Dade County; Florida,1077
1400000US12086010618,Census Tract 106.18; Miami-Dade County; Florida,1190
1400000US12086010619,Census Tract 106.19; Miami-Dade County; Florida,715
1400000US12086010620,Census Tract 106.20; Miami-Dade County; Florida,945
1400000US12086010621,Census Tract 106.21; Miami-Dade County; Florida,818
1400000US12086010622,Census Tract 106.22; Miami-Dade County; Florida,593
1400000US12086010623,Census Tract 106.23; Miami-Dade County; Florida,502
1400000US12086010624,Census Tract 106.24; Miami-Dade County; Florida,458
1400000US12086010625,Census Tract 106.25; Miami-Dade County; Florida,1430
1400000US12086010626,Census Tract 106.26; Miami-Dade County; Florida,429
1400000US12086010705,Census Tract 107.05; Miami-Dade County; Florida,1015
1400000US12086010706,Census Tract 107.06; Miami-Dade County; Florida,451
1400000US12086010707,Census Tract 107.07; Miami-Dade County; Florida,365
1400000US12086010708,Census Tract 107.08; Miami-Dade County; Florida,674
1400000US12086010709,Census Tract 107.09; Miami-Dade County; Florida,1386
1400000US12086010710,Census Tract 107.10; Miami-Dade County; Florida,1371
1400000US12086010803,Census Tract 108.03; Miami-Dade County; Florida,400
1400000US12086010804,Census Tract 108.04; Miami-Dade County; Florida,843
1400000US12086010805,Census Tract 108.05; Miami-Dade County; Florida,374
1400000US12086010806,Census Tract 108.06; Miami-Dade County; Florida,715
1400000US12086010900,Census Tract 109; Miami-Dade County; Florida,249
1400000US12086011003,Census Tract 110.03; Miami-Dade County; Florida,378
1400000US12086011008,Census Tract 110.08; Miami-Dade County; Florida,1174
1400000US12086011009,Census Tract 110.09; Miami-Dade County; Florida,1361
1400000US12086011010,Census Tract 110.10; Miami-Dade County; Florida,467
1400000US12086011011,Census Tract 110.11; Miami-Dade County; Florida,458
1400000US12086011012,Census Tract 110.12; Miami-Dade County; Florida,123
1400000US12086011013,Census Tract 110.13; Miami-Dade County; Florida,448
1400000US12086011014,Census Tract 110.14; Miami-Dade County; Florida,909
1400000US12086011015,Census Tract 110.15; Miami-Dade County; Florida,2352
1400000US12086011103,Census Tract 111.03; Miami-Dade County; Florida,519
1400000US12086011104,Census Tract 111.04; Miami-Dade County; Florida,528
1400000US12086011105,Census Tract 111.05; Miami-Dade County; Florida,893
1400000US12086011106,Census Tract 111.06; Miami-Dade County; Florida,444
1400000US12086011203,Census Tract 112.03; Miami-Dade County; Florida,74
1400000US12086011204,Census Tract 112.04; Miami-Dade County; Florida,313
1400000US12086011205,Census Tract 112.05; Miami-Dade County; Florida,180
1400000US12086011206,Census Tract 112.06; Miami-Dade County; Florida,474
1400000US12086011301,Census Tract 113.01; Miami-Dade County; Florida,205
1400000US12086011302,Census Tract 113.02; Miami-Dade County; Florida,221
1400000US12086011405,Census Tract 114.05; Miami-Dade County; Florida,71
1400000US12086011406,Census Tract 114.06; Miami-Dade County; Florida,226
1400000US12086011407,Census Tract 114.07; Miami-Dade County; Florida,383
1400000US12086011408,Census Tract 114.08; Miami-Dade County; Florida,132
1400000US12086011409,Census Tract 114.09; Miami-Dade County; Florida,515
1400000US12086011410,Census Tract 114.10; Miami-Dade County; Florida,825
1400000US12086011411,Census Tract 114.11; Miami-Dade County; Florida,642
1400000US12086011412,Census Tract 114.12; Miami-Dade County; Florida,1651
1400000US12086011500,Census Tract 115; Miami-Dade County; Florida,944
1400000US12086011601,Census Tract 116.01; Miami-Dade County; Florida,1054
1400000US12086011602,Census Tract 116.02; Miami-Dade County; Florida,1590
1400000US12086011701,Census Tract 117.01; Miami-Dade County; Florida,450
1400000US12086011702,Census Tract 117.02; Miami-Dade County; Florida,899
1400000US12086011800,Census Tract 118; Miami-Dade County; Florida,749
1400000US12086011900,Census Tract 119; Miami-Dade County; Florida,1588
1400000US12086012001,Census Tract 120.01; Miami-Dade County; Florida,875
1400000US12086012002,Census Tract 120.02; Miami-Dade County; Florida,1072
1400000US12086012101,Census Tract 121.01; Miami-Dade County; Florida,604
1400000US12086012102,Census Tract 121.02; Miami-Dade County; Florida,963
1400000US12086012103,Census Tract 121.03; Miami-Dade County; Florida,489
1400000US12086012104,Census Tract 121.04; Miami-Dade County; Florida,190
1400000US12086012105,Census Tract 121.05; Miami-Dade County; Florida,616
1400000US12086012200,Census Tract 122; Miami-Dade County; Florida,955
1400000US12086012301,Census Tract 123.01; Miami-Dade County; Florida,602
1400000US12086012302,Census Tract 123.02; Miami-Dade County; Florida,957
1400000US12086012401,Census Tract 124.01; Miami-Dade County; Florida,840
1400000US12086012402,Census Tract 124.02; Miami-Dade County; Florida,775
1400000US12086012403,Census Tract 124.03; Miami-Dade County; Florida,563
1400000US12086012501,Census Tract 125.01; Miami-Dade County; Florida,247
1400000US12086012502,Census Tract 125.02; Miami-Dade County; Florida,346
1400000US12086012601,Census Tract 126.01; Miami-Dade County; Florida,509
1400000US12086012602,Census Tract 126.02; Miami-Dade County; Florida,373
1400000US12086012701,Census Tract 127.01; Miami-Dade County; Florida,3790
